50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,,Ship Length,LAT,LON,Engine Power,DWT,no. of engines,Vessel speed,Dmax
153.7502252,153.2509752,152.7522252,152.2539752,151.7562252,151.2589752,150.7622252,150.2659752,149.7702252,149.2749752,148.7802252,148.2859752,147.7922252,147.2989752,146.8062252,146.3139752,145.8222252,145.3309752,144.8402252,144.3499752,,146,17.33029,69.36892,4360.868363,21324.44089,1,0.1,-3398
183.3453337,181.5441583,180.6538745,180.0406826,179.528515,179.0311574,178.5344074,178.0381574,177.6031261,177.1105814,176.618798,176.1278222,175.6376909,175.1484372,174.6600933,174.1726926,173.6862705,173.2008653,172.7165186,172.2332761,,64,21.37442,72.40627,594.165032,1072.454364,1,0.1,-12
175.5710896,175.0713855,174.5725235,174.0742425,173.5764886,173.0792386,172.5824886,172.0862386,171.590742,171.0955034,170.6007659,170.1065296,169.6127949,169.1195617,168.6268303,168.1346008,167.6428733,167.1516481,166.6609253,166.170705,,144,22.83711,66.46361,4220.713758,20304.72151,1,12.1,-1275
211.3018874,204.9130503,199.0300064,193.5881971,191.7700732,191.2613079,190.7645562,190.2683062,191.1421787,190.6993321,190.2613659,189.8289809,189.4026486,188.9827183,188.5694748,188.1631686,187.764031,187.372283,186.9881378,186.6118016,,261,15.93491,83.2545,16927.44124,163081.6736,1,2.1,-3003
193.4653654,192.9661154,192.4673654,191.9691154,191.4713654,190.9741154,190.4773654,189.9811154,189.4853654,188.9901154,188.4953654,188.0011154,187.5073654,187.0141154,186.5213654,186.0291154,185.5373654,185.0461154,184.5553654,184.0651154,,323,23.5551,65.17212,27588.56782,339321.9243,1,15.4,-2846
196.364826,193.5543964,192.2292206,191.4713448,190.9404064,190.4429081,189.9461581,189.4499081,189.0353128,188.5436698,188.0528743,187.5629877,187.074059,186.5861319,186.0992487,185.6134534,185.1287924,184.6453158,184.163078,183.6821387,,259,22.548,70.03078,16630.16035,158804.5138,2,0.1,4
161.6093886,161.1101386,160.6113886,160.1131386,159.6153886,159.1181386,158.6213886,158.1251386,157.6293886,157.1341386,156.6393886,156.1451386,155.6513886,155.1581386,154.6653886,154.1731386,153.6813886,153.1901386,152.6993886,152.2091386,,250,22.18862,65.27748,15327.89857,140521.2854,2,12.2,-2475
142.4134648,141.9142148,141.4154648,140.9172148,140.4194648,139.9222148,139.4254648,138.9292148,138.4334648,137.9382148,137.4434648,136.9492148,136.4554648,135.9622148,135.4694648,134.9772148,134.4854648,133.9942148,133.5034648,133.0132148,,105,18.13192,72.54826,1985.415057,6550.812273,1,0.4,-43
149.5062797,149.0070297,148.5082797,148.0100297,147.5122797,147.0150297,146.5182797,146.0220297,145.5262797,145.0310297,144.5362797,144.0420297,143.5482797,143.0550297,142.5622797,142.0700297,141.5782797,141.0870297,140.5962797,140.1060297,,32,21.08549,72.65828,104.2612819,78.83204227,1,0.1,6
191.678339,191.179089,190.680339,190.182089,189.684339,189.187089,188.690339,188.194089,187.698339,187.203089,186.708339,186.214089,185.720339,185.227089,184.734339,184.242089,183.750339,183.259089,182.768339,182.278089,,20,22.59405,69.25152,30.97258011,12.76392562,1,0.1,-14
152.4400102,151.9407602,151.4420102,150.9437602,150.4460102,149.9487602,149.4520102,148.9557602,148.4600102,147.9647602,147.4700102,146.9757602,146.4820102,145.9887602,145.4960102,145.0037602,144.5120102,144.0207602,143.5300102,143.0397602,,230,22.4027,60.93731,12640.41538,105235.0001,2,0.1,-3122
168.7502252,168.2509752,167.7522252,167.2539752,166.7562252,166.2589752,165.7622252,165.2659752,164.7702252,164.2749752,163.7802252,163.2859752,162.7922252,162.2989752,161.8062252,161.3139752,160.8222252,160.3309752,159.8402252,159.3499752,,59,19.55861,71.38593,485.9140093,793.1536328,1,0.2,-62
164.3309448,163.8316948,163.3329448,162.8346948,162.3369448,161.8396948,161.3429448,160.8466948,160.3509448,159.8556948,159.3609448,158.8666948,158.3729448,157.8796948,157.3869448,156.8946948,156.4029448,155.9116948,155.4209448,154.9306948,,64,24.8434,66.98344,594.165032,1072.454364,1,0.1,2
193.8266961,190.5470054,188.9625421,188.1086246,187.5648297,187.0672347,186.5704846,186.0742346,185.7022543,185.2124774,184.7237251,184.2360897,183.7496444,183.2644541,182.7805817,182.2980917,181.8170523,181.3375366,180.8596241,180.3834011,,125,20.57704,72.66534,3015.007462,12258.87945,1,0.1,-13
198.0846876,193.0506015,189.9233678,188.2886001,187.6272714,187.1287788,186.6320286,186.1357786,185.956115,185.4745258,184.9947166,184.5169087,184.0412731,183.5679576,183.0971022,182.6288476,182.1633399,181.7007333,181.2411926,180.7848937,,244,24.7295,67.15605,14491.86839,129182.8195,1,11.7,2
142.4134648,141.9142148,141.4154648,140.9172148,140.4194648,139.9222148,139.4254648,138.9292148,138.4334648,137.9382148,137.4434648,136.9492148,136.4554648,135.9622148,135.4694648,134.9772148,134.4854648,133.9942148,133.5034648,133.0132148,,245,22.63716,69.13614,14629.42705,131026.507,1,13.7,-31
167.0487556,166.5495056,166.0507556,165.5525056,165.0547556,164.5575056,164.0607556,163.5645056,163.0687556,162.5735056,162.0787556,161.5845056,161.0907556,160.5975056,160.1047556,159.6125056,159.1207556,158.6295056,158.1387556,157.6485056,,32,18.6027,70.17623,104.2612819,78.83204227,1,0.4,-1061
159.3578377,158.8585877,158.3598377,157.8615877,157.3638377,156.8665877,156.3698377,155.8735877,155.3778377,154.8825877,154.3878377,153.8935877,153.3998377,152.9065877,152.4138377,151.9215877,151.4298377,150.9385877,150.4478377,149.9575877,,149,21.19694,72.26769,4575.892129,22920.90991,1,0.1,-12
144.3673713,143.8681213,143.3693713,142.8711213,142.3733713,141.8761213,141.3793713,140.8831213,140.3873713,139.8921213,139.3973713,138.9031213,138.4093713,137.9161213,137.4233713,136.9311213,136.4393713,135.9481213,135.4573713,134.9671213,,91,20.35065,66.31088,1405.231651,3900.677739,1,0.1,-2621
208.4301679,202.2121065,196.8502745,192.6718892,191.3920855,190.8884447,190.3916938,189.8954438,190.3339331,189.8762468,189.4223449,188.9727684,188.5279021,188.0880513,187.653482,187.2244432,186.8011778,186.3839288,185.9729414,185.5684641,,36,20.55772,71.87388,140.7289661,123.621336,1,0.1,-22
170.6378249,170.1385749,169.6398249,169.1415749,168.6438249,168.1465749,167.6498249,167.1535749,166.6578249,166.1625749,165.6678249,165.1735749,164.6798249,164.1865749,163.6938249,163.2015749,162.7098249,162.2185749,161.7278249,161.2375749,,315,24.81665,66.97459,26053.83506,311405.068,1,15.1,2
169.4860239,168.9865339,168.4877247,167.9894583,167.4917063,166.9944563,166.4977063,166.0014563,165.5058055,165.01056,164.5158149,164.0215703,163.5278262,163.0345828,162.5418401,162.0495982,161.557857,161.0666167,160.5758773,160.085639,,72,24.77819,67.35255,793.8657507,1656.299177,1,1.1,4
169.7769588,169.2777088,168.7789588,168.2807088,167.7829588,167.2857088,166.7889588,166.2927088,165.7969588,165.3017088,164.8069588,164.3127088,163.8189588,163.3257088,162.8329588,162.3407088,161.8489588,161.3577088,160.8669588,160.3767088,,67,24.76832,67.3339,665.179964,1270.360338,1,6.8,4
154.4857063,153.9864563,153.4877063,152.9894563,152.4917063,151.9944563,151.4977063,151.0014563,150.5057063,150.0104563,149.5157063,149.0214563,148.5277063,148.0344563,147.5417063,147.0494563,146.5577063,146.0664563,145.5757063,145.0854563,,178,21.24585,66.78506,6955.94264,42958.80336,1,0.1,-2266
169.4295946,168.9303446,168.4315946,167.9333446,167.4355946,166.9383446,166.4415946,165.9453446,165.4495946,164.9543446,164.4595946,163.9653446,163.4715946,162.9783446,162.4855946,161.9933446,161.5015946,161.0103446,160.5195946,160.0293446,,67,19.33499,72.01701,665.179964,1270.360338,1,0.1,-42
154.9679009,154.4604588,153.9596861,153.4608759,152.9630567,152.4658062,151.9690562,151.4728062,150.9803528,150.4852507,149.990663,149.4965922,149.0030405,148.5100096,148.0175014,147.5255178,147.0340608,146.5431326,146.0527356,145.5628725,,174,7.043772,77.85517,6594.750637,39656.62541,1,0.6,-1978
155.1873771,154.6881271,154.1893771,153.6911271,153.1933771,152.6961271,152.1993771,151.7031271,151.2073771,150.7121271,150.2173771,149.7231271,149.2293771,148.7361271,148.2433771,147.7511271,147.2593771,146.7681271,146.2773771,145.7871271,,69,20.53967,71.8146,715.0929347,1415.995646,1,6.3,-23
157.7090643,157.2098143,156.7110643,156.2128143,155.7150643,155.2178143,154.7210643,154.2248143,153.7290643,153.2338143,152.7390643,152.2448143,151.7510643,151.2578143,150.7650643,150.2728143,149.7810643,149.2898143,148.7990643,148.3088143,,70,19.89172,72.55061,740.8277073,1493.117592,1,0.2,-16
154.7232896,154.2239732,153.7252068,153.2269523,152.7292017,152.2319517,151.7352017,151.2389517,150.7432911,150.2480451,149.7532995,149.2590544,148.7653098,148.2720657,147.7793223,147.2870795,146.7953375,146.3040962,145.8133558,145.3231163,,82,20.08201,71.97799,1091.012415,2668.472465,1,0.1,-35
164.6993234,164.2000734,163.7013234,163.2030734,162.7053234,162.2080734,161.7113234,161.2150734,160.7193234,160.2240734,159.7293234,159.2350734,158.7413234,158.2480734,157.7553234,157.2630734,156.7713234,156.2800734,155.7893234,155.2990734,,68,13.94922,81.16347,689.8778273,1341.765027,1,3.5,-3177
172.3201739,171.8184145,171.3190454,170.820624,170.3228528,169.8256027,169.3288527,168.8326027,168.3373995,167.842174,167.3474509,166.8532307,166.3595136,165.8662999,165.37359,164.8813843,164.3896829,163.8984863,163.4077949,162.9176091,,128,20.53319,72.10721,3190.413459,13344.08011,1,0.1,-22
170.6107697,170.1115197,169.6127697,169.1145197,168.6167697,168.1195197,167.6227697,167.1265197,166.6307697,166.1355197,165.6407697,165.1465197,164.6527697,164.1595197,163.6667697,163.1745197,162.6827697,162.1915197,161.7007697,161.2105197,,80,24.82452,66.97189,1027.264436,2438.044155,1,7,2
187.4398945,186.9406445,186.4418945,185.9436445,185.4458945,184.9486445,184.4518945,183.9556445,183.4598945,182.9646445,182.4698945,181.9756445,181.4818945,180.9886445,180.4958945,180.0036445,179.5118945,179.0206445,178.5298945,178.0396445,,188,18.23185,67.90303,7905.755653,52051.50228,1,0.1,-3388
142.4134648,141.9142148,141.4154648,140.9172148,140.4194648,139.9222148,139.4254648,138.9292148,138.4334648,137.9382148,137.4434648,136.9492148,136.4554648,135.9622148,135.4694648,134.9772148,134.4854648,133.9942148,133.5034648,133.0132148,,174,22.42584,68.84804,6594.750637,39656.62541,2,0.1,-21
167.0487556,166.5495056,166.0507556,165.5525056,165.0547556,164.5575056,164.0607556,163.5645056,163.0687556,162.5735056,162.0787556,161.5845056,161.0907556,160.5975056,160.1047556,159.6125056,159.1207556,158.6295056,158.1387556,157.6485056,,32,16.92307,69.82297,104.2612819,78.83204227,1,0.1,-3528
157.1168662,156.6176162,156.1188662,155.6206162,155.1228662,154.6256162,154.1288662,153.6326162,153.1368662,152.6416162,152.1468662,151.6526162,151.1588662,150.6656162,150.1728662,149.6806162,149.1888662,148.6976162,148.2068662,147.7166162,,149,21.19773,72.2681,4575.892129,22920.90991,1,0.1,-12
143.9010631,143.4018131,142.9030631,142.4048131,141.9070631,141.4098131,140.9130631,140.4168131,139.9210631,139.4258131,138.9310631,138.4368131,137.9430631,137.4498131,136.9570631,136.4648131,135.9730631,135.4818131,134.9910631,134.5008131,,79,20.20396,72.49979,996.207536,2328.321354,1,0.2,-24
172.7335016,172.2342516,171.7355016,171.2372516,170.7395016,170.2422516,169.7455016,169.2492516,168.7535016,168.2582516,167.7635016,167.2692516,166.7755016,166.2822516,165.7895016,165.2972516,164.8055016,164.3142516,163.8235016,163.3332516,,35,21.06391,66.30655,131.0075375,111.0356943,1,0.1,-2244
144.8202863,144.3210363,143.8222863,143.3240363,142.8262863,142.3290363,141.8322863,141.3360363,140.8402863,140.3450363,139.8502863,139.3560363,138.8622863,138.3690363,137.8762863,137.3840363,136.8922863,136.4010363,135.9102863,135.4200363,,68,22.548,70.03078,689.8778273,1341.765027,2,0.1,4
208.4301679,202.2121065,196.8502745,192.6718892,191.3920855,190.8884447,190.3916938,189.8954438,190.3339331,189.8762468,189.4223449,188.9727684,188.5279021,188.0880513,187.653482,187.2244432,186.8011778,186.3839288,185.9729414,185.5684641,,37,18.8876,72.84888,150.8612929,137.209735,1,0.5,-2
151.3049242,150.8056742,150.3069242,149.8086742,149.3109242,148.8136742,148.3169242,147.8206742,147.3249242,146.8296742,146.3349242,145.8406742,145.3469242,144.8536742,144.3609242,143.8686742,143.3769242,142.8856742,142.3949242,141.9046742,,315,24.83374,66.96995,26053.83506,311405.068,1,15.1,2
167.4400102,166.9407602,166.4420102,165.9437602,165.4460102,164.9487602,164.4520102,163.9557602,163.4600103,162.9647603,162.4700103,161.9757603,161.4820104,160.9887604,160.4960104,160.0037604,159.5120104,159.0207604,158.5300104,158.0397604,,55,18.70289,70.62134,408.2131811,610.7292539,1,0.4,-91
144.8202863,144.3210363,143.8222863,143.3240363,142.8262863,142.3290363,141.8322863,141.3360363,140.8402863,140.3450363,139.8502863,139.3560363,138.8622863,138.3690363,137.8762863,137.3840363,136.8922863,136.4010363,135.9102863,135.4200363,,59,24.67766,66.26335,485.9140093,793.1536328,1,2.3,-100
197.3300032,191.6942572,187.6480939,185.2806566,184.4842021,183.984647,183.4878967,182.9916467,183.0169948,182.543728,182.0729727,181.605071,181.1402797,180.6788151,180.2208765,179.7666598,179.3163645,178.8701978,178.4283768,177.9911293,,37,18.88714,72.8486,150.8612929,137.209735,1,0.3,-2
144.8202863,144.3210363,143.8222863,143.3240363,142.8262863,142.3290363,141.8322863,141.3360363,140.8402863,140.3450363,139.8502863,139.3560363,138.8622863,138.3690363,137.8762863,137.3840363,136.8922863,136.4010363,135.9102863,135.4200363,,199,23.66808,61.59565,9028.560607,63525.18868,1,15.7,-3470
190.1976385,186.7919766,185.1300492,184.2458709,183.6979577,183.2003317,182.7035816,182.2073316,181.8534829,181.3644942,180.8766043,180.3899185,179.9045199,179.4204822,178.9378765,178.4567757,177.9772566,177.4994018,177.0233004,176.5490493,,37,18.88947,71.45502,150.8612929,137.209735,1,0.5,-76
158.4641976,157.9649476,157.4661976,156.9679476,156.4701976,155.9729476,155.4761976,154.9799476,154.4841976,153.9889476,153.4941976,152.9999476,152.5061976,152.0129476,151.5201976,151.0279476,150.5361976,150.0449476,149.5541976,149.0639476,,189,23.78626,61.01647,8004.43808,53029.12501,1,12.9,-3306
151.3049242,150.8056742,150.3069242,149.8086742,149.3109242,148.8136742,148.3169242,147.8206742,147.3249242,146.8296742,146.3349242,145.8406742,145.3469242,144.8536742,144.3609242,143.8686742,143.3769242,142.8856742,142.3949242,141.9046742,,86,20.29902,63.80375,1225.101057,3175.236358,1,0.1,-3312
170.6915816,170.1923316,169.6935816,169.1953316,168.6975816,168.2003316,167.7035816,167.2073316,166.7115816,166.2163316,165.7215816,165.2273316,164.7335816,164.2403316,163.7475816,163.2553316,162.7635816,162.2723316,161.7815816,161.2913316,,55,18.70195,70.62181,408.2131811,610.7292539,1,0.3,-91
184.2306123,183.6133638,183.0850132,182.5785323,182.0797641,181.5825065,181.0857565,180.5895065,180.1017164,179.6068233,179.1124649,178.6186473,178.1253756,177.6326542,177.1404876,176.6488801,176.1578368,175.667363,175.1774643,174.6881473,,189,20.0983,68.77686,8004.43808,53029.12501,1,0.1,-2841
220.0093407,213.3921305,206.6549203,196.6669622,180.115999,178.1135425,177.6165381,177.1202881,192.474589,192.1651551,191.8655495,191.5771059,191.300184,191.0346372,190.7800616,190.5359308,190.3016705,190.0766991,189.8604505,189.6523851,,170,22.67291,63.5871,6244.186172,36536.92149,1,8.1,-2216
192.7995127,187.9620896,185.074869,183.5912695,182.954637,182.4563351,181.959585,181.463335,181.273093,180.7910633,180.3107737,179.832439,179.3562252,178.8822762,178.4107283,177.9417185,177.4753895,177.011892,176.551387,176.0940467,,366,21.67324,72.51215,36660.18205,519768.688,1,18.2,-1
164.9399092,164.4406592,163.9419092,163.4436592,162.9459092,162.4486592,161.9519092,161.4556592,160.9599092,160.4646592,159.9699092,159.4756592,158.9819092,158.4886592,157.9959092,157.5036592,157.0119092,156.5206592,156.0299092,155.5396592,,180,24.44998,66.03539,7140.540267,44680.16785,1,14.5,-123
153.7502252,153.2509752,152.7522252,152.2539752,151.7562252,151.2589752,150.7622252,150.2659752,149.7702252,149.2749752,148.7802252,148.2859752,147.7922252,147.2989752,146.8062252,146.3139752,145.8222252,145.3309752,144.8402252,144.3499752,,130,17.32993,69.36922,3310.442301,14104.15985,1,0.1,-3398
194.3261077,192.2561498,191.263681,190.6182028,190.1019076,189.6045191,189.107769,188.611519,188.1756675,187.6830865,187.1912633,186.7002437,186.2100639,185.7207568,185.232354,184.7448886,184.2583955,183.7729125,183.2884807,182.8051452,,64,21.37442,72.40627,594.165032,1072.454364,1,0.1,-12
188.8173285,185.8987841,184.5176466,183.7397007,183.2061023,182.708584,182.2118339,181.7155839,181.331424,180.8411157,180.3517817,179.8635058,179.376354,178.8903856,178.4056575,177.9222286,177.440161,176.9595216,176.4803828,176.0028236,,289,22.63959,69.05219,21393.24557,231703.8244,1,9.6,-41
191.6597849,188.9915438,187.7368435,187.0037496,186.4760768,185.978603,185.481853,184.985603,184.5815379,184.0903578,183.6000693,183.1107416,182.6224296,182.1351824,181.6490477,181.1640744,180.6803146,180.1978243,179.7166644,179.2369013,,183,22.89298,66.14114,7422.456653,47352.14884,1,12.6,-1859
152.4400102,151.9407602,151.4420102,150.9437602,150.4460102,149.9487602,149.4520102,148.9557602,148.4600102,147.9647602,147.4700102,146.9757602,146.4820102,145.9887602,145.4960102,145.0037602,144.5120102,144.0207602,143.5300102,143.0397602,,227,22.61243,69.59019,12261.65071,100540.6291,1,11.3,-3
188.9747017,185.9666118,184.537487,183.7420481,183.2061198,182.708584,182.2118339,181.7155839,181.336772,180.8466973,180.3576189,179.8696245,179.3827833,178.8971569,178.4128051,177.929789,177.4481735,176.9680283,176.489429,176.0124576,,59,19.10383,72.54223,485.9140093,793.1536328,1,0.2,-26
186.6675519,185.4518442,184.756611,184.202355,183.6976336,183.2003316,182.7035816,182.2073316,181.7441672,181.250374,180.7572219,180.2647361,179.7729367,179.2818416,178.7914686,178.301836,177.8129632,177.3248715,176.8375838,176.3511254,,183,22.88607,64.15788,7422.456653,47352.14884,1,12.7,-1616
153.4970736,152.99776,152.4989943,152.0007399,151.5029894,151.0057394,150.5089894,150.0127394,149.5170781,149.021832,148.5270864,148.0328412,147.5390966,147.0458525,146.553109,146.0608661,145.569124,145.0778827,144.5871422,144.0969026,,189,22.8432,60.46819,8004.43808,53029.12501,1,10,-3182
191.6650161,190.8920127,190.3230105,189.8051084,189.3049237,188.8076555,188.3109055,187.8146555,187.3322234,186.8375702,186.3434749,185.849948,185.3569976,184.8646312,184.3728562,183.8816801,183.3911111,182.901158,182.4118304,181.9231389,,63,10.73147,84.82398,571.5111389,1011.708121,1,3.2,-3478
191.8853946,190.9504559,190.337184,189.806687,189.3049354,188.8076555,188.3109055,187.8146555,187.3382268,186.843842,186.3500411,185.8568392,185.3642481,184.8722787,184.3809417,183.8902478,183.4002089,182.9108376,182.4221478,181.9341548,,274,22.63385,69.80559,18930.07975,192862.0829,1,7.8,-6
205.265639,199.5889026,195.4670675,193.0254413,192.2137273,191.7140501,191.2172997,190.7210497,190.6951255,190.2198155,189.7468407,189.2765146,188.8090742,188.3447202,187.8836391,187.4260152,186.972037,186.5219013,186.075815,185.6339964,,274,22.63711,69.13486,18930.07975,192862.0829,1,8.3,-34
172.9965495,172.4972995,171.9985495,171.5002995,171.0025495,170.5052995,170.0085495,169.5122995,169.0165495,168.5212995,168.0265495,167.5322995,167.0385495,166.5452995,166.0525495,165.5602995,165.0685495,164.5772995,164.0865495,163.5962995,,333,22.63945,69.48698,29574.13537,376605.165,1,13.5,-6
198.012108,193.5310261,191.0237597,189.7538466,189.150467,188.65242,188.1556699,187.6594199,187.3623667,186.8758248,186.3906101,185.9068673,185.4247098,184.9442372,184.4655452,183.9887312,183.5138973,183.0411527,182.570615,182.1024109,,220,21.04877,72.54669,11402.37637,90159.44822,1,0.1,-9
192.8469881,189.9745843,188.6175888,187.8483442,187.3159008,186.8183912,186.3216411,185.8253911,185.4303831,184.9396002,184.4497467,183.9608982,183.4731151,182.9864508,182.5009574,182.0166884,181.5337004,181.0520544,180.5718168,180.0930596,,222,22.18815,65.27786,11644.38987,93045.05438,2,13.8,-2475
159.3578377,158.8585877,158.3598377,157.8615877,157.3638377,156.8665877,156.3698377,155.8735877,155.3778377,154.8825877,154.3878377,153.8935877,153.3998377,152.9065877,152.4138377,151.9215877,151.4298377,150.9385877,150.4478377,149.9575877,,240,22.6342,70.03664,13948.73477,121988.9271,1,11.4,-2
168.4970028,167.9977427,167.4989902,167.0007395,166.5029894,166.0057394,165.5089894,165.0127394,164.5169988,164.0217492,163.5269997,163.0327502,162.5390008,162.0457514,161.5530021,161.0607529,160.5690037,160.0777546,159.5870056,159.0967568,,91,20.38105,71.35585,1405.231651,3900.677739,1,0.1,-35
186.1123654,184.7631099,184.0264073,183.4599074,182.9536485,182.456335,181.959585,181.463335,181.005948,180.5124119,180.0195417,179.527367,179.0359113,178.5451958,178.0552413,177.5660691,177.0777021,176.590165,176.1034849,175.6176913,,63,24.8434,66.98344,571.5111389,1011.708121,1,4.5,2
154.9852201,154.4647055,153.9606952,153.4609877,152.9630575,152.4658062,151.9690562,151.4728062,150.9838078,150.4888605,149.9944427,149.5005596,149.0072154,148.5144139,148.0221587,147.5304539,147.0393035,146.548712,146.0586844,145.569226,,180,22.81359,68.12374,7140.540267,44680.16785,1,10.3,-42
164.9399092,164.4406592,163.9419092,163.4436592,162.9459092,162.4486592,161.9519092,161.4556592,160.9599092,160.4646592,159.9699092,159.4756592,158.9819092,158.4886592,157.9959092,157.5036592,157.0119092,156.5206592,156.0299092,155.5396592,,69,20.57712,72.66536,715.0929347,1415.995646,1,7.1,-13
193.5586951,192.0020604,191.1975327,190.6106777,190.1018517,189.604519,189.107769,188.611519,188.156526,187.6630963,187.1703428,186.6782968,186.1869834,185.696425,185.2066436,184.7176618,184.2295041,183.7421964,183.2557675,182.7702486,,130,17.32853,69.37048,3310.442301,14104.15985,1,0.1,-3398
157.3168527,156.8176027,156.3188527,155.8206027,155.3228527,154.8256027,154.3288527,153.8326027,153.3368527,152.8416027,152.3468527,151.8526027,151.3588527,150.8656027,150.3728527,149.8806027,149.3888527,148.8976027,148.4068527,147.9166027,,289,22.64218,69.1112,21393.24557,231703.8244,1,9,-37
144.3673713,143.8681213,143.3693713,142.8711213,142.3733713,141.8761213,141.3793713,140.8831213,140.3873713,139.8921213,139.3973713,138.9031213,138.4093713,137.9161213,137.4233713,136.9311213,136.4393713,135.9481213,135.4573713,134.9671213,,80,17.15048,69.80556,1027.264436,2438.044155,1,0.1,-3503
